geometry_id,load_case,L2_rel_u,MAE_u,R2_u,p50_u,p90_u,p95_u,p99_u,L2_rel_vm,MAE_vm,R2_vm,p50_vm,p90_vm,p95_vm,p99_vm,L2_rel_vm_ip,MAE_vm_ip,R2_vm_ip,p50_vm_ip,p90_vm_ip,p95_vm_ip,p99_vm_ip
57,Lateral bending,1.4343,0.0064008,0.999506,0.5292,1.0869,1.2918,1.7195,16.0177,241688.43017025,0.84034,1.3206,5.0332,7.0291,10.6757,15.9665,239893.14981508,0.84392,1.1759,4.4731,6.2361,9.3817
58,Compression,2.8876,0.01292027,0.997856,1.0895,2.3148,2.7814,3.8976,14.2691,77679.92251779,0.858393,2.5036,6.2782,9.3362,15.8565,14.064,76668.48003229,0.861796,2.4846,6.1095,9.0058,14.9135
58,Lateral bending,2.3142,0.01067873,0.998711,0.8703,1.7869,2.131,3.2291,17.8113,250671.64563669,0.84576,2.144,5.9987,7.6086,16.2055,17.6358,248840.85134139,0.849875,1.9149,5.3309,6.7213,14.1087
59,Compression,1.9145,0.00925163,0.998957,0.801,1.6092,1.9106,2.6488,11.0402,50393.95623399,0.88438,1.6208,5.1391,7.4771,12.6822,10.7668,49498.37571073,0.889078,1.6109,5.0072,7.303,11.8655
59,Lateral bending,2.1379,0.00971443,0.998893,0.7875,1.6247,1.9682,2.8805,15.7819,204169.95793783,0.862535,1.8088,4.9563,6.2578,14.0345,15.5326,202191.96392154,0.868241,1.6128,4.3909,5.5369,11.988
60,Compression,1.7419,0.00885585,0.999115,0.806,1.4494,1.6903,2.3535,8.903,46088.93350164,0.924132,1.2759,3.7895,5.7828,10.7836,8.7627,45393.05167071,0.925802,1.2602,3.7021,5.6397,9.8978
60,Lateral bending,1.2207,0.00586991,0.999645,0.5084,0.9664,1.116,1.442,12.9117,215629.85039808,0.916808,1.5871,3.8703,4.8567,11.894,12.8841,214829.41708109,0.917913,1.4205,3.457,4.342,10.0703
61,Compression,1.4759,0.0074878,0.999236,0.6729,1.2859,1.5054,2.058,10.0125,47183.4759504,0.686408,0.9879,4.4123,6.7111,13.0268,9.9298,46560.3608836,0.685764,0.9757,4.2349,6.4295,13.0078
61,Lateral bending,1.394,0.00638048,0.99954,0.5617,1.0421,1.1921,1.5112,16.2849,351574.30552108,0.867389,1.3834,5.6069,6.9594,10.0972,16.3618,350616.55531415,0.867768,1.2386,4.9813,6.202,8.8918
62,Compression,1.4822,0.00779111,0.999364,0.7275,1.2681,1.4492,1.8506,9.0267,46257.34904229,0.922163,1.2023,3.9977,6.1994,9.8643,8.9398,45717.35543526,0.922945,1.1928,3.8732,5.9774,9.4264
62,Lateral bending,1.0508,0.00499139,0.999746,0.4387,0.8267,0.9552,1.2128,12.929,223472.6329714,0.921749,1.0551,4.5058,6.1269,10.239,12.9128,222206.55961528,0.922545,0.9451,3.9958,5.4492,8.8599
63,Compression,1.5928,0.00837944,0.999275,0.766,1.3856,1.6199,2.218,10.2419,61463.32568043,0.919391,1.1684,4.9567,7.0929,10.6466,10.1856,60940.52706531,0.919566,1.1606,4.7959,6.9942,10.4772
63,Lateral bending,1.062,0.00512384,0.999737,0.4485,0.8602,0.9994,1.2757,13.9029,292456.02171965,0.92194,1.2325,5.2807,6.8581,12.2724,13.9476,291324.48524236,0.92186,1.1032,4.6816,6.1119,10.8585
64,Compression,1.5676,0.00803293,0.999096,0.7344,1.3748,1.5851,2.045,10.4278,44769.93632353,0.569862,1.0966,4.3748,6.8056,13.9876,10.3333,44154.67054592,0.568592,1.079,4.2419,6.4916,14.015
64,Lateral bending,1.4755,0.00662352,0.999477,0.5665,1.118,1.3019,1.6835,17.6261,342604.521451,0.839754,1.4258,6.0178,7.6845,10.9054,17.6948,341540.73729563,0.840518,1.2747,5.3595,6.8365,9.6301
